30 1625050964 0.000000 1.400000 0.000000 5.000000 4.285714
30 1625050965 1.428571 1.400000 2.000000 2.000000 -20.200000
30 1625050966 0.714286 1.400000 3.000000 3.000000 -20.200000
30 1625050967 0.714286 1.400000 4.000000 4.000000 -20.200000
30 1625050968 0.714286 1.400000 5.000000 5.000000 -20.200000
30 1625050969 0.161290 6.200000 6.000000 6.000000 -20.200000
30 1625050970 0.161290 6.200000 7.000000 7.000000 -20.200000
30 1625050971 0.161290 6.200000 8.000000 8.000000 -20.200000
30 1625050972 0.161290 6.200000 9.000000 9.000000 -20.200000
30 1625050973 0.161290 6.200000 10.000000 10.000000 -20.200000
30 1625050974 0.100000 8.000000 10.800000 10.800000 -20.200000
30 1625050975 0.100000 8.000000 11.600000 11.600000 -20.200000
30 1625050976 0.100000 8.000000 12.400000 12.400000 -20.200000
30 1625050977 0.100000 8.000000 13.200000 13.200000 -20.200000
30 1625050978 0.100000 8.000000 14.000000 14.000000 -20.200000
30 1625050979 0.016393 12.200000 14.200000 14.200000 -20.200000
30 1625050980 0.016393 12.200000 14.400000 14.400000 -20.200000
30 1625050981 0.016393 12.200000 14.600000 14.600000 -20.200000
30 1625050982 0.016393 12.200000 14.800000 14.800000 -20.200000
30 1625050983 0.016393 12.200000 15.000000 15.000000 -20.200000
30 1625050984 0.000000 17.600000 15.000000 15.000000 -20.200000
30 1625050985 0.000000 17.600000 15.000000 15.000000 -20.200000
30 1625050986 0.000000 17.600000 15.000000 15.000000 -20.200000
30 1625050987 0.000000 17.600000 15.000000 15.000000 -20.200000
30 1625050988 0.000000 17.600000 15.000000 15.000000 -20.200000
30 1625050989 0.000000 22.400000 15.000000 15.000000 -20.200000
30 1625050990 0.000000 22.400000 15.000000 15.000000 -20.200000
30 1625050991 0.000000 22.400000 15.000000 15.000000 -20.200000
30 1625050992 0.000000 22.400000 15.000000 15.000000 -20.200000
30 1625050993 0.000000 22.400000 15.000000 15.000000 -20.200000
30 1625050994 0.000000 26.000000 15.000000 15.000000 -20.200000
30 1625050995 0.000000 26.000000 15.000000 15.000000 -20.200000
30 1625050996 0.000000 26.000000 15.000000 15.000000 -20.200000
30 1625050997 0.000000 26.000000 15.000000 15.000000 -20.200000
30 1625050998 0.000000 26.000000 15.000000 15.000000 -20.200000
30 1625050999 -0.006494 30.800000 14.800000 14.800000 -20.200000
30 1625051000 -0.006494 30.800000 14.600000 14.600000 -20.200000
30 1625051001 -0.006494 30.800000 14.400000 14.400000 -20.200000
30 1625051002 -0.006494 30.800000 14.200000 14.200000 -20.200000
30 1625051003 -0.006494 30.800000 14.000000 14.000000 -20.200000
30 1625051004 0.005882 34.000000 14.200000 14.200000 -20.200000
30 1625051005 0.005882 34.000000 14.400000 14.400000 -20.200000
